id,objectType,name,definition,component,domain,versionStatus,sourceVersion,sourceAuthority,sourceUrl,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,displayDefinition
"","Data element","Janani Shishu Suraksha Karyakram (JSSK)","Monthly HMIS reporting element: Janani Shishu Suraksha Karyakram (JSSK).","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Janani Shishu Suraksha Karyakram (JSSK). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Kala Azar (RDT) - Tests Conducted","Monthly HMIS reporting element: Kala Azar (RDT) - Tests Conducted.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Kala Azar (RDT) - Tests Conducted. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Kala Azar Positive Cases","Monthly HMIS reporting element: Kala Azar Positive Cases.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Kala Azar Positive Cases. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Kala Azar- Rapid Diagnostic Test (RDT)","Monthly HMIS reporting element: Kala Azar- Rapid Diagnostic Test (RDT).","STI/RTI services","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Kala Azar- Rapid Diagnostic Test (RDT). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Live Birth","Monthly HMIS reporting element: Live Birth.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Live Birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Live Birth - Female","Monthly HMIS reporting element: Live Birth - Female.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Live Birth - Female. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Live Birth - Male","Monthly HMIS reporting element: Live Birth - Male.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Live Birth - Male. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Lymphatic Filariasis","Monthly HMIS reporting element: Lymphatic Filariasis.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Lymphatic Filariasis. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Major Surgeries excluding Obstetrics, Gynaecology and Ophthalmology","Monthly HMIS reporting element: Major Surgeries excluding Obstetrics, Gynaecology and Ophthalmology.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Major Surgeries excluding Obstetrics, Gynaecology and Ophthalmology. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology","Monthly HMIS reporting element: Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology.","Patient services and utilization","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Malaria","Monthly HMIS reporting element: Malaria.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Malaria. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Malaria (Microscopy Tests ) - Mixed test positive","Monthly HMIS reporting element: Malaria (Microscopy Tests ) - Mixed test positive.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Malaria (Microscopy Tests ) - Mixed test positive. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","Monthly HMIS reporting element: Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","Monthly HMIS reporting element: Malaria (Microscopy Tests ) - Plasmodium Vivax test positive.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Malaria (Microscopy Tests ) - Plasmodium Vivax test positive. Denominator population: Not supplied in registry metadata; consult the authoritative source."
